area_name,salary_in_rub
Трубчевск,46594.73684210526
Мошенское (Новгородская область),46607.99230769231
Плотниково,46610.0
Ильинское (Раменский район),46612.5
Темрюк,46613.7852303523
Залегощь,46625.0
"Покровка (Октябрьский район, Приморский край)",46625.0
Знаменское,46625.0
Покровск (Якутия),46648.15740740741
Старый Оскол,46662.01786969567
Воля,46666.666666666664
Межевой (Саткинский район),46666.666666666664
Ольгинское (Северная Осетия),46666.666666666664
Яр,46666.666666666664
Прочноокопская,46666.666666666664
Новоегорьевское,46666.666666666664
Суджа,46672.619047619046
Лениногорск,46673.30068897638
Крымск,46695.17387859425
Вилючинск,46700.74596774193
Боровичи,46736.72488317757
Солдато-Александровское,46737.5
Вичуга,46745.416666666664
Романовка (Саратовская область),46750.0
Елово (Пермский край),46750.0
Сухая Буйвола,46750.0
Белокуриха,46752.721153846156
Кооперативная Республика Гайана,46752.724583333336
Хомутовка,46772.4
Токмок,46814.85032592307
Дальнереченск,46827.08541666667
Карабаново,46833.0212264151
Чемал,46833.333333333336
Ковдор,46835.82276119403
Черепаново,46859.74318181818
Саргатское,46865.12333333333
Россошь,46866.020779569895
Качканар,46881.954887218046
"Солнечный (ПГТ, Павлодарская обл)",46886.15125
Лиски,46886.3886318408
Телеханы,46886.7675
Темиргоевская,46888.88888888889
Большое Сорокино,46895.666666666664
Асбест,46909.45161290323
Глядянское,46916.666666666664
Елань,46951.31578947369
Енисейск,46952.6025
Усть-Кокса,46966.666666666664
Сертолово,46971.01593625498
Вихоревка,46971.61517857143
Свень,46972.22222222222
Ковров,46987.73494224423
Новороссийск,46991.84251190477
Расшеватская,47000.0
Новозаведенное,47000.0
Ясногорский,47000.0
Новотроицкая (Ставропольский край),47000.0
Преградное,47000.0
Бешпагир,47000.0
Благодатное,47000.0
Кара-Тюбе,47000.0
Гражданское (Ставропольский край),47000.0
Тюменцево,47000.0
Свободы,47000.0
Тобольск,47017.4690821256
Арсеньев,47028.292699453545
Иланский,47029.59693877551
Чебоксары,47051.34915346476
Кашин,47060.26315789474
Алтайский край,47060.6
"Амзя (Нефтекамск, Башкортостан)",47066.666666666664
Шерегеш,47066.875
Каракулино,47080.357142857145
Анжеро-Судженск,47083.500575221246
Демократическая Республика Конго,47088.030384615384
Кузьмоловский,47093.333333333336
Башмаково,47100.0
Печора,47102.62810559006
Красноуральск,47106.77777777778
Агинское,47109.375
Хороль,47121.21212121212
Медногорск,47148.59375
Верхнетемерницкий,47166.666666666664
Приволжск,47180.653846153844
Нюрба,47184.49137931035
Осинники,47213.989726027394
Черлак (Омская область),47216.666666666664
Жарковский,47250.0
Северодвинск,47255.62761340206
Саяногорск,47262.59293193717
Абакан,47265.21044470588
Пышлицы,47270.833333333336
Новый Ропск,47281.25
Тлюстенхабль,47291.666666666664
Кабардинка,47292.42424242424
Пинск,47293.13395598482
Глушково,47295.833333333336
Рассвет,47304.166666666664
Микунь,47307.32012195122
Анапа,47311.229254250386
Камышла (Самарская область),47315.38461538462
Пикалево,47324.52830188679
Псебай,47333.333333333336
Шебекино,47336.576335877864
Рудногорск,47350.0
Ачинск,47364.77312121212
Константиновка,47367.625384615385
Спасск-Дальний,47369.7654887218
Ангарск,47378.92769226394
Шарыпово,47379.885524475525
Джалал-Абад,47382.72688235294
Алексеевка,47388.384254658384
Ухта,47421.730564387915
Яйва,47423.529411764706
Вышгород,47425.141142857145
Севск,47425.34246575343
Казанская (Ростовская область),47464.28571428572
Шувое,47464.28571428572
Донецк (Ростовская область),47476.575234375
Чернышевск,47490.0
Иковка,47500.0
Васильково,47500.0
Убей,47500.0
Южный-1,47500.0
Советский (Республика Крым),47500.0
Большаково,47500.0
Просвет (Курганская область),47500.0
Красноторовка,47500.0
Новониколаевская (Краснодарский край),47500.0
Мальково,47500.0
Паньшино,47500.0
Октябрьский (Тульская область),47500.0
Армизонское,47500.0
Солнечный (Кемеровская область),47500.0
Кубанский (Новопокровский район),47500.0
Янтарный,47500.0
Приморье,47500.0
Сосновый Бор (Псковская область),47500.0
Октябрьский (Алтайский край),47500.0
Острогожск,47528.748125000006
Архангельское (Республика Башкортостан),47541.666666666664
Гвардейское (Республика Крым),47549.26315789474
Кутулик,47550.6
Селижарово,47562.5
Льгов,47576.6129032258
Северо-Задонск,47583.055555555555
Новозыбков,47592.990654205605
Талинка,47600.0
Карабаш (Челябинская область),47612.69642857143
Ахтанизовская,47625.0
Фокино (Брянская область),47628.67647058824
Красноуфимск,47646.012
Ильский,47650.0
Вилейка,47667.17278141176
Петергоф,47667.61611374407
Чигири (Амурская область),47680.0
Нижняя Салда,47683.72093023256
Бижбуляк,47684.48275862069
Елец,47694.0900656168
Фатеж,47707.23684210526
Короча,47727.05479452055
Чирчик,47738.715833333335
Новомосковск (Тульская область),47741.10214285714
Сарманово,47746.153846153844
Жердевка,47749.242424242424
Чекмагуш,47766.666666666664
Будогощь,47772.72727272727
Буркина Фасо,47774.95346153846
Приладожский,47777.77777777778
Баклань (Брянская область),47788.46153846154
Минусинск,47796.926612903226
Синдор,47800.0
Заинск,47820.254583333335
Нытва,47824.35897435898
Могоча,47829.461956521736
Троицко-Печорск,47831.944444444445
Смоленск,47832.61600799525
Верхняя Пышма,47832.78141132776
Кривское (Калужская область),47833.333333333336
Турки,47843.75
Херсон,47866.55089134111
Бийск,47878.46821766561
Упорная,47900.0
Боровский,47909.375
Искитим,47911.32090277778
Хвойная,47944.444444444445
Мишеронский,47953.125
Боринское,47960.833333333336
Сыктывкар,47964.596219308034
Дрезна,47967.77777777778
Лисаковск,47984.99056666667
Андреево,48000.0
Сибирский,48000.0
Родниковская,48000.0
Усть-Омчуг,48000.0
Весёлое (Краснодарский край),48000.0
Губаха,48002.254237288136
Северо-Курильск,48006.2578125
Сеща,48027.77777777778
Лопандино,48027.77777777778
Дно,48036.273305084746
Бахрейн,48038.457650000004
Дубровка (Ленинградская область),48045.454545454544
Тутаев,48049.51012145749
Бершеть,48055.555555555555
Крестцы,48064.545454545456
Зима,48067.50189393939
Нивное (Брянская область),48068.181818181816
"Карамышево (Тульская область, Щёкинский район)",48083.333333333336
Саянск,48089.827310924375
Белорецк,48092.27443609023
Большеречье,48100.0
Тимирязевский (Челябинская область),48111.11111111111
"Архангельское (Тульская область, Каменский район)",48125.0
Джигинка,48125.0
Калниболотская,48125.0
Олекминск,48128.653225806454
Еланцы,48133.333333333336
Балаганск,48133.333333333336
Большой Луг,48133.333333333336
Кыштым,48135.19691780822
Ужгород,48199.751853092785
Инзер,48200.0
Первоуральск,48202.962595948826
Вагай,48204.375
Зюкайка,48214.28571428572
Балашов,48220.33476892431
Шемордан,48233.333333333336
Ленино,48240.92157894737
Плеханово,48250.0
Эльхотово,48250.0
"Алексеевка (Уфимский район, Башкортостан)",48250.0
Ногир,48250.0
Ир,48250.0
Краснокамск,48251.758646616545
Нарын,48263.636875
Горный,48266.666666666664
Чагода,48279.41176470588
Ишеевка (Ульяновская область),48282.35294117647
Подпорожье,48289.97777777778
Шебалино,48300.0
Комсомольск (Ивановская область),48323.354166666664
Кокоревка,48325.0
Ивот,48325.0
Верхнетуломский,48333.333333333336
Садовый (Свердловская область),48333.333333333336
Восточный (Свердловская область),48333.333333333336
Залукокоаже,48333.333333333336
Чулково (Рязанская область),48333.333333333336
Большая Мурта,48372.72727272727
Ленгер (ЮКО),48375.776086956525
Верхоянск,48380.96428571428
Мальдивская Республика,48384.245
Кемеровская область,48393.93333333333
Снегири,48398.4375
Невельск,48411.682692307695
Махачкала,48415.1706495346
Николаевка (Еврейская АО),48417.65
Ширин,48444.94
Зарайск,48471.840796019904
Вяземский,48483.638636363634
Вятские Поляны,48486.154615384614
Ясная Поляна (Тульская область),48500.0
Колобродов,48500.0
Базарный Сызган,48500.0
Отрадо-Ольгинское,48500.0
Северный,48500.0
Ханская,48500.0
Белебей,48519.028614457835
Улан-Удэ,48525.44893778988
Оренбург,48584.7429069386
Переделкино,48587.5
Инкерман,48587.81268115943
Уруссу,48591.145833333336
Шадринск,48592.81209150327
Сиверский,48600.0
Молчаново,48600.0
Новобирюсинский,48600.0
Салаир,48611.19852941176
Озерки (Всеволожский район),48613.333333333336
Новый (Приморский край),48615.38461538462
Николаев,48622.35170921659
Волгодонск,48630.68671982489
Высоковск,48637.66233766234
Галич (Костромская область),48639.75247524752
Никольское,48644.96226415094
Максатиха,48647.05882352941
Полетаево (Челябинская область),48650.0
Козельск,48666.0
Форносово,48666.666666666664
Знамя Октября,48671.05263157895
Игра,48675.8064516129
Сосновый Бор,48678.56060606061
Железногорск-Илимский,48682.11711409396
Старопестерево,48683.333333333336
Карпогоры,48684.61538461538
Гусь-Хрустальный,48686.008138020836
Александров,48699.523713592236
Новотитаровская,48704.32098765432
Дорогино,48704.545454545456
Кольчугино,48711.81689453125
Кимовск,48714.83766233766
Ульяновка (Ленинградская область),48716.666666666664
Радовицкий,48725.0
Дебёсы,48730.68965517241
Усть-Качка,48730.769230769234
Молочные Дворы,48750.0
Корзуново,48750.0
Дивноморское,48750.0
Боровиха,48750.0
Холм-Жирковский,48750.0
Губкин,48754.874590529245
Бердск,48755.936502534394
Курчатов,48757.523148148146
Стерлитамак,48758.57551349174
Орел,48769.3116644699
Великие Луки,48773.8279667149
Килемары,48786.666666666664
Полтава,48786.837338950136
Нурлат,48797.84068627451
Татаново,48800.0
Новоульяновск,48804.91180952381
Горнозаводск,48814.28571428572
Архонская,48833.333333333336
Африканда,48833.333333333336
Шерловая Гора,48833.333333333336
Харп,48833.333333333336
Гизель,48833.333333333336
Инской,48835.13513513513
Курск,48846.3763027424
Иваново (Ивановская область),48855.39741694122
Канск,48861.22508426966
Приютово,48875.0
Грахово,48894.73684210526
Мурмаши,48907.620689655174
Уват (Тюменская область),48919.565217391304
Красный Яр,48927.77777777778
Шаркан,48928.57142857143
Жаворонки,48940.03571428572
Тамбов,48942.39496585983
Рахья,48944.444444444445
Качуг,48957.0
Мещовск,48957.8125
Михайловская,48958.333333333336
Малоархангельск,48961.029411764706
Нижнеудинск,48977.17824074074
Большие Дворы,48983.333333333336
Белозерск,48995.833333333336
Ликино-Дулево,48997.34693877551
Частые,49000.0
Центральный (Рязанская область),49000.0
Безопасное,49000.0
Пелагиада,49000.0
Северка (Свердловская область),49000.0
Мезень,49003.85096153846
Октябрьский (Республика Башкортостан),49056.91266666666
Кокино,49068.181818181816
Череповец,49075.93209413009
Усолье-Сибирское,49085.08729372937
Детчино,49092.5
Снежинск,49096.78758169935
Сызрань,49098.2569058642
Кулебаки,49099.59466666667
Князе-Волконское,49113.333333333336
Ермолино (Калужская область),49123.10810810811
Горный Щит,49125.0
Сретенск,49125.338541666664
Новохоперск,49125.545454545456
Южноуральск,49125.85759493671
Углич,49160.32105263158
Курчанская,49166.666666666664
Суходолье (Ленинградская область),49166.666666666664
Мордвес,49166.666666666664
Новобейсугская,49166.666666666664
Абаза,49166.671875
Торопец,49174.56140350877
Сланцы,49175.36713286713
Боровск,49200.0
Первомайский (Краснодарский край),49200.0
Локня (Псковская область),49208.333333333336
Первомайское (Ленинградская область),49210.52631578947
Гигант,49222.22222222222
Камень-на-Оби,49222.564522292996
Йошкар-Ола,49235.16243457179
Сурск,49245.94594594595
Шепси,49250.0
Марфино (Астраханская область),49250.0
Дюртюли,49256.5395480226
Тальменка,49266.666666666664
Антропово,49271.42857142857
Мончегорск,49274.272316513765
Оек,49280.0
Барнаул,49304.21537907297
Западно-Сибирский округ,49307.12945714286
Вохтога,49316.666666666664
Андрюки,49321.42857142857
Тулун,49322.901874999996
Жирнов,49325.0
Сухиничи,49326.86567164179
Нижнегорский,49337.639444444445
Ленинск-Кузнецкий,49364.38690931528
Зеленогорск (Ленинградская обл),49372.191011235955
Винница,49372.893319360905
Камышеватская,49375.0
Каликино,49396.666666666664
Бирск,49402.22368421053
Тольятти,49403.81135609444
Александровка,49410.0
Кулой,49416.666666666664
Чердаклы,49421.05263157895
Кош-Агач,49428.57142857143
Октябрьский (Пермский край),49432.35294117647
Окуловка,49432.78794642857
Малая Пурга,49463.23529411765
Янаул,49464.92537313433
Усады,49466.666666666664
пгт имени Свердлова,49476.19047619047
Большие Вязёмы,49479.30434782609
Завьялово,49480.769230769234
Лучегорск,49484.04255319149
Озерки (Алтайский край),49500.0
Солнечнодольск,49500.0
Партизанск,49503.69449438202
Липецк,49516.9374092841
Сатка,49518.00419161677
Тымовское,49527.27272727273
Усть-Калманка,49531.25
Лангепас,49532.596
Беломорск,49554.214887640446
Курская (Ставропольский край),49555.555555555555
Сковородино,49571.669444444444
Шахтерск (Украина),49574.550833333335
Свердловская область,49587.96357142857
Витязево,49588.23529411765
Волхов,49593.853107344636
Чистополь,49612.125957278484
Салават,49649.234262589925
Ожерелье,49653.42105263158
Большая Ижора,49660.71428571428
Преображенка (Оренбургская область),49666.666666666664
Квиток,49700.0
Бондари,49708.333333333336
Гайны (Пермский край),49722.22222222222
Хромтау,49727.843250000005
Феодосия,49729.48442424242
Вологда,49734.73424030966
Белогорск,49735.00428723404
Переславль-Залесский,49745.801486199576
Глазов,49767.76876075731
Петрозаводск,49773.426426839374
Карсун,49776.78571428572
Белый Яр (Ханты-Мансийский АО),49782.67391304348
Пласт,49808.51973684211
Приморск,49854.166666666664
Петровское (Ярославская область),49875.0
Челбасская,49875.0
Дальневосточный округ,49877.75
Куровское,49890.90909090909
Раздольное,49913.78848484848
Шира,49923.07692307692
Запорожье,49930.16700230129
Успенка,49933.333333333336
Кудряшовский,49937.5
Онгудай,49944.444444444445
Аскино,49968.75
Нур-Султан,49968.889691749835
Нижние Вязовые,49990.90909090909
Новобессергеневка,50000.0
Митрофановка,50000.0
Саган-Нур,50000.0
Усть-Уда,50000.0
Каменское (Республика Крым),50000.0
Чурапча,50000.0
Акша (Забайкальский край),50000.0
Всеволодо-Вильва,50000.0
Каменоломня,50000.0
Кореиз,50000.0
Кокуй (Забайкальский край),50000.0
Староалейское,50000.0
Куминский,50000.0
Вилино,50000.0
Новофёдоровка,50000.0
Горхон,50000.0
Павлоградка,50000.0
Вершино-Дарасунский,50000.0
Ахты,50000.0
Судай,50000.0
Красюковская,50000.0
Авдеевка,50000.0
Ревякино,50000.0
Прогресс (Амурская область),50000.0
Придонской,50000.0
Радченко,50000.0
Армянск,50022.51019607843
Комсомольский (Республика Мордовия),50034.09090909091
Новое Девяткино,50045.27027027027
Погар,50048.07692307692
Октябрьский (Московская область),50050.78125
Борисоглебск,50051.51191343964
Троицкая,50055.555555555555
Саки,50057.83276397516
Сарапул,50079.6453125
Викулово,50083.333333333336
Верещагино,50088.11666666667
Комунарка,50089.75
Старая Русса,50106.02281021898
Тула,50113.75586026608
Вышний Волочек,50119.875776397515
Белый,50133.333333333336
Барыбино,50175.0
Зуя,50202.75
Белозерское (Курганская область),50203.125
Комаричи,50206.52173913043
Сосновоборск,50226.31439393939
Ивня,50246.34146341463
Кожва,50250.0
"Чернава (Рязанская область, Милославский район)",50250.0
Путеец (Коми),50250.0
Каз,50266.666666666664
Краснокаменск,50275.75086666667
Починки  ( Нижегородская область),50300.0
Новогорный,50300.0
Удельная (Московская область),50305.13157894737
Пинега,50333.333333333336
Татарка (Ставропольский край),50333.333333333336
Топчиха,50333.333333333336
Тайшет,50335.505448717944
Суксун,50339.0625
Борзя,50342.681
Чусовой,50359.94623655914
Дальнегорск,50398.115325203245
Синявино,50400.0
Невьянск,50414.17943925234
Товарковский,50416.666666666664
Магас,50420.830232558146
Муром,50439.75558720421
Орск,50442.62726683938
Волжский (Волгоградская область),50443.94534050179
Шенкурск,50445.31640625
Бабынино (Калужская область),50459.545454545456
Казанское,50475.0
Брянск,50490.361431129044
Саранск,50491.67486429815
Стрелка,50500.0
Усть-Кан,50500.0
Тернополь,50503.09668981482
Ковель,50509.283970588236
Октябрьский (Архангельская область),50525.0
Незлобная,50540.0
Заволжск,50542.307692307695
Большое Буньково,50544.117647058825
Кильмезь,50550.0
Большой Зетым,50550.0
Агеево (Тульская область),50555.555555555555
Чернушка,50567.74193548387
Советская Гавань,50574.64958064516
Оленегорск,50579.3404676259
Мыски,50584.90971291866
Покров,50596.297067901236
Ахтарский,50600.0
Бакалы,50601.666666666664
Кронштадт,50602.82258064516
Евпатория,50619.31285276073
Новогуровский,50625.0
Вязьма,50652.722261235955
Любань (Ленинградская область),50665.217391304344
Ладовская Балка,50666.666666666664
Дмитриевский,50666.666666666664
Республика Гватемала,50667.004499999995
Сорск,50678.205
Кизнер,50687.5
Отрадное (Воронежская область),50693.40909090909
Песчанокопское,50714.28571428572
Крапивинский,50723.38461538462
Большие Кайбицы,50730.642857142855
Немчиновка,50737.5
Малое Карлино,50750.0
Новатор,50791.666666666664
Старолеушковская,50791.666666666664
Краснохолм,50828.57142857143
Рошаль,50830.89887640449
Пачелма,50833.333333333336
Нижнекамск,50845.5659673913
Авдон,50850.0
Кедровка,50854.84210526316
Овстуг,50861.11111111111
Ребриха,50875.0
Сямжа,50897.36842105263
Троицкий,50900.0
Нижний Одес,50916.142857142855
Торжок,50929.55179894179
Шатура,50962.29508196721
Алматы,50966.411924496795
Луховицы,50970.48586118252
Балакирево,50986.84210526316
Серафимовский,51000.0
Петропавловская (Краснодарский край),51000.0
Рудный (Свердловская область),51000.0
Гуляевка (Волгоградская область),51000.0
Волово (Тульская область),51000.0
Нягань,51011.22344322344
Рославль,51017.524404761905
Саратов,51024.23852222405
Деденево,51025.0
Чебаркуль,51025.48678414097
Акбулак,51045.454545454544
Обь,51077.25507795275
Каргасок,51078.333333333336
Надвоицы,51088.23529411765
Югорск,51092.02352941177
Нагорный,51104.166666666664
Красная Гора,51115.38461538462
Глажево,51125.0
Ивано-Франковск,51132.07320703226
Магнитогорск,51139.41326406587
Луцк,51154.74788204082
Ижевск,51156.79658211899
Волгоград,51174.223941466
Гулистан,51175.566875000004
Усмань,51191.965212765965
Приморский (Республика Крым),51193.181818181816
Пенза,51196.67690841653
Алексеевск,51200.0
Клинцы,51202.21204188481
Сестрорецк,51212.79329608939
Красная Горбатка,51215.90909090909
Залари,51221.42857142857
Владимир,51230.317270644926
Агалатово,51238.46153846154
Коноково,51250.0
Гремячье,51250.0
Большая Орловка,51250.0
Кисляковская,51250.0
Отрадинское,51250.0
Пушной (Мурманская область),51250.0
Комсомольское (Дагестан),51250.0
Советский (Ленинградская область),51260.666666666664
Волчиха,51269.230769230766
Хохряки,51269.230769230766
Репино,51272.72727272727
Кодинск,51288.35670731707
Любытино,51291.666666666664
Маслова Пристань,51303.57142857143
Кунгур,51332.966275659826
Казьминское,51333.333333333336
Кизел,51347.737704918036
Гобики,51350.0
Редкино (Тверская область),51352.94117647059
Кудымкар,51359.61403508772
Астрахань,51367.10783265133
Кировский,51375.0
Кудрово,51389.08256880734
Абадзехская,51400.0
Кабаково (Башкортостан),51423.07692307692
Рассказово,51427.47747747748
Ядрин,51452.48269230769
Алупка,51463.742202898546
Киселевск,51475.35597077245
Ярославль,51491.95947226313
Дружковка,51496.280375
Али-Юрт,51500.0
Ставропольская,51500.0
Приозёрный,51500.0
Дедовичи,51509.28571428572
Акколь,51515.3271875
Светловодск,51532.5902
Уват,51533.333333333336
Авсюнино,51546.875
Парголово,51552.17391304348
Нижний Тагил,51611.020852878464
Альменево,51612.5
Аннино (Ленинградская область),51615.78947368421
Адагум,51625.0
Кировское (Республика Крым),51636.18760869565
Протвино,51647.89524371257
Лабытнанги,51662.50476190477
Пыщуг,51666.666666666664
Октябрьский (Хабаровский край),51666.666666666664
Кадый,51666.666666666664
Ботлих,51666.666666666664
Копылово,51666.666666666664
Чистые Боры,51666.666666666664
Большой Лог,51666.666666666664
Новоалексеевская,51666.666666666664
Сусанино,51666.666666666664
Храброво,51666.666666666664
Мамадыш,51672.971212121214
Березовский (Свердловская область),51674.387729658796
Котовск (Тамбовская область),51677.74248484849
Сенно,51696.621
Лысогорская,51700.0
Птичник (Еврейская АО),51700.0
Константиновская,51700.0
Дмитровский Погост,51703.125
Балей,51717.78333333333
Спасск,51718.46153846154
Удобная,51750.0
Черноерковская,51750.0
Рыбинск,51750.45914351852
Верх-Нейвинский,51777.77777777778
Большой Улуй,51785.71428571428
Ржаница,51791.666666666664
Мелеуз,51793.673664122136
Набережные Челны,51811.70554849713
Артемовский (Свердловская область),51812.5
Вельск,51821.12626050421
Шексна,51829.622641509435
Березино,51833.74138169231
Белоусово,51835.89743589744
Кузино,51850.0
Миасс,51863.140234857856
Иордания,51870.399545454544
Шкуринская,51875.0
Култук,51875.0
Брусянский,51875.0
Локомотивный (Челябинская область),51875.0
Локоть,51893.181818181816
Украина,51901.779137419355
Кирсанов,51903.5546875
Кантемировка,51928.94736842105
Северо-Западный округ,51930.40817953668
Смидович (Еврейская АО),51937.5
Баговская,51937.5
Темижбекская,51950.0
Выборг,51953.994488188975
Рогачево,51970.58823529412
Дмитровское,51975.0
Новоорск,51979.117647058825
Белгород,51994.99938209156
Воронцовка,52000.0
Исеть,52000.0
Арсеньево,52000.0
Верхнемарково,52000.0
Старонижестеблиевская,52000.0
Преображенка,52000.0
Нижний Ингаш,52040.0
Донское (Ставропольский край),52071.42857142857
Белогорск (Кемеровская область),52125.0
Ош,52132.50172058824
Грибановский,52141.666666666664
Ново-Переделкино,52141.666666666664
Молочное (Вологодская область),52142.857142857145
Птичное,52159.09090909091
Дмитровск,52180.769230769234
Абатское,52183.666666666664
Киевское (Краснодарский край),52188.8775
Орша,52204.82067748715
Стрежевой,52223.92378048781
Гагарин,52232.100190839694
Луга,52265.46031746032
Луганск,52284.41432627273
Новокузнецк,52297.10825917283
Нагутское,52333.333333333336
Обильное (Ставропольский край),52333.333333333336
Глоднево (Брянская область),52343.75
Ульяново (Калужская область),52350.0
Любохна,52350.0
Можга,52363.800932835824
Златоуст,52403.62063621533
Елизово,52430.81504065041
Холмск,52446.8481884058
Староджерелиевская,52450.0
Межгорье (Республика Башкортостан),52478.846153846156
Нижняя Шиловка,52500.0
Карабудахкент,52500.0
Чарышское,52500.0
Нижнебаканская,52500.0
Рябичев,52500.0
Черемушки,52500.0
Соломенское,52500.0
Победа (Волгодонский район),52500.0
Юрты,52500.0
Виноградный (муниципальное образование город-курорт Анапа),52500.0
Умба,52500.0
Мирской (Кавказский район),52500.0
Мирный (Ростовская область),52500.0
Манаскент,52500.0
Мамедкала,52500.0
Арпачин,52500.0
Лычак,52500.0
Липецкая область,52500.0
Леньки,52500.0
Терекли-Мектеб,52500.0
Константиновская (Краснодарский край),52500.0
Шайдурово (Свердловская область),52500.0
Нестеровская (Ингушетия),52500.0
Панкрушиха,52500.0
Заветный,52500.0
Жуковское,52500.0
Власиха,52504.27551020408
Братск,52516.744802631576
Апатиты,52523.96156103286
Мужи,52541.666666666664
Знаменское (Омская область),52607.142857142855
Солнечный (Воронежская область),52611.11111111111
Грицовский,52625.0
Гудермес,52650.793650793654
Псков,52656.30926102564
Рязань,52669.716967059016
Верхняя Салда,52670.72289156626
Хатанга,52686.59210526316
Киренск,52698.13831168831
Гурьевск (Кемеровская область),52700.258403361346
Альметьевск,52710.282374257426
Мирное (Республика Крым),52744.666666666664
Железногорск (Красноярский край),52747.798167539266
Новоселицкое,52750.0
Ефимовский,52750.0
Закаталы,52756.199375000004
Шеки,52756.199375000004
Шемаха,52756.199375000004
Ордубад,52756.199375000004
Высоцк,52779.375
Поддорье,52781.25
Воронеж,52799.199876023056
Кашино (Свердловская область),52800.0
Лесосибирск,52834.33281368821
Жуков,52841.13924050633
Тирлянский,52871.926666666666
Курган,52874.88951019996
Туймазы,52916.25615763547
Барсуки,52916.666666666664
Алексеевская (Краснодарский край),52958.333333333336
"Лесные Поляны (Московская область, Пушкинский район)",52958.333333333336
Лысьва,52959.01587301587
Приморск (Ленинградская область),52986.80158730159
Зеленогорск (Красноярский край),52987.54051643193
Вахрушево (Челябинская область),53000.0
Григорьевка (Челябинская область),53000.0
Нефтекамск,53003.42623922414
Оса,53023.28125
Одесское,53031.25
Лебедянь,53050.44565217391
Оха,53059.001453488374
Агидель,53062.5
Пересвет,53082.25806451613
Конаково,53098.276150627615
Мучкапский,53100.0
Бердюжье,53105.0
Серпухов,53111.16375404531
Барятино (Калужская область),53115.38461538462
Тюменская область,53125.0
Воронежская (Краснодарский край),53127.692307692305
Волоколамск,53154.82638888889
Жешарт,53200.0
Ирак,53202.46625
Епифань,53218.75
Афипский,53228.24074074074
Дивногорск,53235.45183006536
Междуреченск,53239.700064794815
Горки-2,53250.0
Горноуральский,53250.0
Федоровский,53261.90476190476
Гуляйполе,53265.006
Бугульма,53275.60957792208
Комсомольское (Республика Крым),53311.0
Перевальное,53311.0
Молодежное,53311.0
Белоглинка,53311.0
Укромное,53311.0
Аграрное,53311.0
Аэрофлотский,53311.0
Доброе (Республика Крым),53311.0
Мазанка,53311.0
Пионерское,53311.0
Скворцово (Республика Крым),53311.0
Родниково,53311.0
Рублево,53325.0
Калманка,53333.333333333336
Улу-Теляк,53333.333333333336
Тогур,53333.333333333336
Уксянское,53333.333333333336
Дмитриевская (Краснодарский край),53333.333333333336
Прикубанский,53333.333333333336
Редкино,53333.333333333336
Разбегаево (Ленинградская область),53333.333333333336
Чажемто,53333.333333333336
Межозёрный (Челябинская область),53350.0
Алтайское,53350.0
Омсукчан,53352.98333333334
Демянск,53378.36875
Усть-Илимск,53399.93556776557
Роза (Челябинская область),53400.0
Молдавия,53408.077028985506
Шипицыно,53416.666666666664
Тиличики,53428.57142857143
Кимры,53428.64705882353
Сольвычегодск,53439.48026315789
Малино,53446.42857142857
Поварово,53487.5
Раздольное (Приморский край),53500.0
Шуйское,53500.0
Новомихайловский,53510.86956521739
Керчь,53516.10922672672
Демьянка (Тюменская область),53555.0
Костомукша,53562.000899280574
Дубки (Саратовская область),53562.5
Ветлужский,53575.0
Угловское,53600.0
Сосьва,53601.77777777778
Кизильское,53625.0
Десятуха,53638.88888888889
Чайковский,53641.26046025105
Бологое,53677.27272727273
Московское (Ставропольский край),53700.0
Красногвардеец,53700.0
Красково,53707.72727272727
Вербилки,53712.5
Ворсино (Калужская область),53715.24590163935
Медвежьи Озёра,53728.125
Чунский,53733.333333333336
Арзамас,53742.825541322316
Октябрьский (Сысертский городской округ),53750.0
Уссурийск,53754.13379569892
Калтан,53802.57989690721
Строитель (Тамбовская область),53804.166666666664
Тамань,53819.73728813559
Украинка,53836.72298454545
Одоев,53838.142857142855
Донское,53852.72727272727
Переяславка,53861.11111111111
Хор (Хабаровский край),53861.11111111111
Райчихинск,53889.775568181816
Воркута,53898.32457446808
Байконур (Кызылорд. обл),53908.223879310346
Белая,53925.0
Магнитка (Кусинский район),53928.57142857143
Уварово,53938.28125
Токсово,53950.0
Агаповка,53955.882352941175
Выкса,53978.27705627705
Турочак,53984.61538461538
Катав-Ивановск,53994.444444444445
Натухаевская,54000.0
Головеньковский,54000.0
Марёво,54000.0
Новоселенгинск,54000.0
Эркен-Шахар,54000.0
Кулотино,54000.0
Петровск-Забайкальский,54001.03515625
Онега,54013.51689189189
Шушары,54100.0
Алатырь,54121.0545112782
Закаменск,54138.895833333336
Находка,54140.5271414822
Егорьевск,54140.833333333336
Хотынец,54152.77777777778
Климово (Брянская область),54163.04347826087
Кострома,54174.34504020557
Электрогорск,54185.11235955056
Кокошкино,54204.880733944956
Орехово-Зуево,54205.06299212598
Мариуполь,54230.88226638298
Александровск (Пермский край),54318.45
Тверь,54345.39230086356
Ургенч,54359.39875
Краснозаводск,54395.08196721312
Можайск,54399.075
Вольгинский,54403.07692307692
Серебряные Пруды,54403.92156862745
Калязин,54408.46153846154
Ильинский (Московская область),54433.055555555555
Карачев,54449.80454545454
Малоярославец,54485.01352040817
Чамзинка,54493.24324324324
Бежецк,54493.65079365079
Зелёный,54500.0
Архангельск,54513.11981356353
Озерск (Челябинская область),54522.32269503546
